48.5166667 6.3500000  45.695
48.5166667 6.3666667  45.714
48.5166667 6.3833333  45.736
48.5166667 6.4000000  45.758
48.5166667 6.4166667  45.769
48.5166667 6.4333333  45.791
48.5166667 6.4500000  45.815
48.5166667 6.4666667  45.838
48.5166667 6.4833333  45.861
48.5166667 6.5000000  45.886
48.5166667 6.5166667  45.909
48.5166667 6.5333333  45.931
48.5166667 6.5500000  45.954
48.5166667 6.5666667  45.984
48.5166667 6.5833333  46.016
48.5166667 6.6000000  46.035
48.5166667 6.6166667  46.063
48.5166667 6.6333333  46.089
48.5166667 6.6500000  46.116
48.5166667 6.6666667  46.141
48.5166667 6.6833333  46.175
48.5166667 6.7000000  46.198
48.5166667 6.7166667  46.218
48.5166667 6.7333333  46.250
48.5166667 6.7500000  46.280
48.5166667 6.7666667  46.311
48.5166667 6.7833333  46.342
48.5166667 6.8000000  46.383
48.5166667 6.8166667  46.414
48.5166667 6.8333333  46.437
48.5166667 6.8500000  46.468
48.5166667 6.8666667  46.503
48.5166667 6.8833333  46.548
48.5166667 6.9000000  46.584
48.5166667 6.9166667  46.622
48.5166667 6.9333333  46.663
48.5166667 6.9500000  46.702
48.5166667 6.9666667  46.735
48.5166667 6.9833333  46.779
48.5166667 7.0000000  46.816
48.5333333 1.0000000  43.765
48.5333333 1.0166667  43.744
48.5333333 1.0333333  43.734
48.5333333 1.0500000  43.713
48.5333333 1.0666667  43.693
48.5333333 1.0833333  43.683
48.5333333 1.1000000  43.664
48.5333333 1.1166667  43.645
48.5333333 1.1333333  43.636
48.5333333 1.1500000  43.616
48.5333333 1.1666667  43.608
48.5333333 1.1833333  43.589
48.5333333 1.2000000  43.570
48.5333333 1.2166667  43.563
48.5333333 1.2333333  43.543
48.5333333 1.2500000  43.535
48.5333333 1.2666667  43.517
48.5333333 1.2833333  43.488
48.5333333 1.3000000  43.469
48.5333333 1.3166667  43.449
48.5333333 1.3333333  43.429
48.5333333 1.3500000  43.408
48.5333333 1.3666667  43.397
48.5333333 1.3833333  43.375
48.5333333 1.4000000  43.354
48.5333333 1.4166667  43.333
48.5333333 1.4333333  43.312
48.5333333 1.4500000  43.290
48.5333333 1.4666667  43.269
48.5333333 1.4833333  43.248
48.5333333 1.5000000  43.226
48.5333333 1.5166667  43.203
48.5333333 1.5333333  43.181
48.5333333 1.5500000  43.159
48.5333333 1.5666667  43.136
48.5333333 1.5833333  43.115
48.5333333 1.6000000  43.093
48.5333333 1.6166667  43.072
48.5333333 1.6333333  43.053
48.5333333 1.6500000  43.032
48.5333333 1.6666667  43.012
48.5333333 1.6833333  43.002
48.5333333 1.7000000  42.981
48.5333333 1.7166667  42.972
48.5333333 1.7333333  42.951
48.5333333 1.7500000  42.932
48.5333333 1.7666667  42.923
48.5333333 1.7833333  42.904
48.5333333 1.8000000  42.897
48.5333333 1.8166667  42.888
48.5333333 1.8333333  42.869
48.5333333 1.8500000  42.860
48.5333333 1.8666667  42.851
48.5333333 1.8833333  42.841
48.5333333 1.9000000  42.821
48.5333333 1.9166667  42.809
48.5333333 1.9333333  42.799
48.5333333 1.9500000  42.777
48.5333333 1.9666667  42.764
48.5333333 1.9833333  42.752
48.5333333 2.0000000  42.740
48.5333333 2.0166667  42.727
48.5333333 2.0333333  42.724
48.5333333 2.0500000  42.711
48.5333333 2.0666667  42.698
48.5333333 2.0833333  42.685
48.5333333 2.1000000  42.673
48.5333333 2.1166667  42.662
48.5333333 2.1333333  42.650
48.5333333 2.1500000  42.639
48.5333333 2.1666667  42.627
48.5333333 2.1833333  42.625
48.5333333 2.2000000  42.613
48.5333333 2.2166667  42.602
48.5333333 2.2333333  42.601
48.5333333 2.2500000  42.590
48.5333333 2.2666667  42.577
48.5333333 2.2833333  42.575
48.5333333 2.3000000  42.565
48.5333333 2.3166667  42.565
48.5333333 2.3333333  42.556
48.5333333 2.3500000  42.557
48.5333333 2.3666667  42.549
48.5333333 2.3833333  42.551
48.5333333 2.4000000  42.554
48.5333333 2.4166667  42.556
48.5333333 2.4333333  42.560
48.5333333 2.4500000  42.563
48.5333333 2.4666667  42.556
48.5333333 2.4833333  42.560
48.5333333 2.5000000  42.562
48.5333333 2.5166667  42.564
48.5333333 2.5333333  42.567
48.5333333 2.5500000  42.580
48.5333333 2.5666667  42.582
48.5333333 2.5833333  42.585
48.5333333 2.6000000  42.598
48.5333333 2.6166667  42.609
48.5333333 2.6333333  42.612
48.5333333 2.6500000  42.626
48.5333333 2.6666667  42.636
48.5333333 2.6833333  42.640
48.5333333 2.7000000  42.653
48.5333333 2.7166667  42.665
48.5333333 2.7333333  42.678
48.5333333 2.7500000  42.690
48.5333333 2.7666667  42.702
48.5333333 2.7833333  42.714
48.5333333 2.8000000  42.728
48.5333333 2.8166667  42.740
48.5333333 2.8333333  42.754
48.5333333 2.8500000  42.767
48.5333333 2.8666667  42.779
48.5333333 2.8833333  42.801
48.5333333 2.9000000  42.813
48.5333333 2.9166667  42.824
48.5333333 2.9333333  42.846
